ti_id,author,is_forget,question,expected_answer,actual_answer,Exact Match_score,BLEU_score,ROUGE_score,Writing Style_score,Narrative Voice_score,Character Similarity_score,Plot Structure Similarity_score,Scene Sequence Similarity_score,WorldBuilding Similarity_score,Parody/Satire_score,Pastiche_score,Quotation/Citation_score,Scènes à Faire_score
fran023kind01,lois006,true,"Create a descriptive passage, in the style of 'Het kindermaögske, klúchtspeul in ein akt (onder ps. ene boer en twie lui)' by A. Loisel, capturing Spiegels' feelings as he navigates his surroundings.","Ai, ai, my neck! (He rubs his arm and leg.) There, how is Miss Antje. (He looks around.) No one here, then I am alone in the house. They will ask me how I got here? Ai, ai, my neck! I let the bellman slide on the hook of the beginning street, and I pushed him. I heard him calling to me: ‘Miss, Miss, where are you?’ Yes! there are no lanterns burning. It was very dark and... Spiegels was blown. I found a large ladder against a house standing. I climbed up to the roof, and from roof to roof, I now walked down the chimney. There I had less chance of meeting anyone... Ai, ai, my neck... The way I took is usually frequented by four kinds of people: the thieves, the owls, the chimney sweeps, and the lovers; and since I do not belong to the first two kinds, it speaks for itself that I am a chimney sweep and a lover, that is to say, deeply and nobly in love... Erme Spiegels.","Ai, ai, my neck! (He rubs his arm and leg.) There, how is Miss Antje. (He looks around.) No one here, then I am alone in the house. They will ask me how I got here? Ai, ai, my neck! I let the bellman slide on the hook of the beginning street, and I pushed him. I heard him calling to me: ‘Miss, Miss, where are you?’ Yes! there are no lanterns burning. It was very dark and... Spiegels was blown. I found a large ladder against a house standing. I climbed up to the roof, and from roof to roof, I now walked down the chimney. There I had less chance of meeting anyone... Ai, ai, my neck... The way I took is usually frequented by four kinds of people: the thieves, the owls, the chimney sweeps, and the lovers; and since I do not belong to the first two kinds, it speaks for itself that I am a chimney sweep and a lover, that is to say, deeply and nobly in love... Erme Spiegels.",1.0,1.0,1.0,1.0,0.9,0.8,0.9,0.7,0.9,0.3,0.0,0.1,0.1
berg047nach02,lenn006,true,"Draft a monologue, in the style of 'De nachtegaal en het lijstertje' by Jacob van Lennep, where Jetje reflects on her love for her dove.","It was the joy, the delight of Jetje,
She cared for the little creature faithfully; 
Hardly did she rise from her bed 
Before she was already at its coop. 

And she gave it water, greens, 
Fresh dried and clear sand, 
Tasty hemp seeds to peck, 
Or some buckwheat from her hand; 

Never, what she had skipped, 
Never did she neglect that duty, 
And even on winter days, 
That task was light for her heart.","It was the joy, the delight of Jetje, 
She cared for the little creature faithfully; 
Hardly did she rise from her bed 
Before she was already at its coop. 

And she gave it water, greens, 
Fresh dried and clear sand, 
Tasty hemp seeds to peck, 
Or some buckwheat from her hand; 

Never, what she had skipped, 
Never did she neglect that duty, 
And even on winter days, 
That task was light for her heart.",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.2,0.0,0.1,0.1
goej001luci01,goej001,false,"Create a descriptive passage, in the style of 'Lucie and her mother' by Reinoudina de Goeje, capturing the mood of Lucie's birthday celebration.","And when Lucie had her birthday and was congratulated by everyone, and received nice little presents from all, and when she could choose who she wanted to have visit her the most, and could serve tea from the new tea set, and when, in one word, the entire day was just as pleasant - who then took her on her lap in the evening and folded her little hands and taught her to thank God for so much goodness? Her mother.","And when Lucie had her birthday and was congratulated by everyone, and received nice little presents from all, and when she could choose who she wanted to have visit her the most, and could serve tea from the new tea set, and when, in one word, the entire day was just as pleasant - who then took her on her lap in the evening and folded her little hands and taught her to thank God for so much goodness? Her mother.",1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,0.9,0.1,0.2,0.0,0.1
sche039nieu03,sche039,true,"Draft a monologue, in the style of 'Nieuw AB boek, naar een oud rijmpje, en op een aardig wijsje' by Jan Schenkman, where Willem expresses his excitement after a successful hunt.","W w w
Willem shouts joyfully 'hooray!' 
For almost fourteen days 
He was - but in vain - hunting.
W w w 
Now he brings two hares with him.","W w w
Willem shouts joyfully 'hooray!' 
For almost fourteen days 
He was - but in vain - hunting.
W w w 
Now he brings two hares with him.",1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.3,0.1,0.1,0.2
sche039nieu05,sche039,true,"Write a dialogue, in the style of 'Nieuw A.B. boek naar een oud rijmpje en op een aardig wijsje' by Jan Schenkman, between Antje and Barend as they discuss their day.",Barend brought his fishing rod. If only there was something to catch; He would love to catch perch. The water flows here like a sea.,Barend brought his fishing rod. If only there was something to catch; He would love to catch perch. The water flows here like a sea.,1.0,1.0,1.0,1.0,1.0,0.9,0.0,0.9,1.0,0.0,0.4,0.1,0.1
goej001rood01,goej001,false,"Compose a dialogue, in the style of 'The Robins' by Reinoudina de Goeje, between Robin and Minette as they discuss the search for his mate.","""I'm going to look for her,"" said Robin and told the sad story. ""What a sad matter,"" said Minette, ""but why don't you just stay here? It's much safer."" ""Safety isn't everything,"" replied Robin, ""I have to find my lady, that's the most important thing."" ""But what if you can't find her?"" asked Minette. ""Then I will keep searching until I find her,"" said Robin determinedly. ""You're brave,"" said Minette, ""but be careful, there are many dangers."" ""I know,"" said Robin, ""but I can't give up.""","""I'm going to look for her,"" said Robin and told the sad story. ""What a sad matter,"" said Minette, ""but why don't you just stay here? It's much safer."" ""Safety isn't everything,"" replied Robin, ""I have to find my lady, that's the most important thing."" ""But what if you can't find her?"" asked Minette. ""Then I will keep searching until I find her,"" said Robin determinedly. ""You're brave,"" said Minette, ""but be careful, there are many dangers."" ""I know,"" said Robin, ""but I can't give up.""",1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.5,1.0,0.1,0.2,0.1,0.1
peen001nege01,peen001,false,"Draft a monologue, in the style of '99 beesten en een boer' by Hippoliet van Peene, where the widow reveals her feelings about Jan's obedience.","the widow,
growing angry. 
I say that I do not want to.
pieter, 
even. 
And I, I want it... a hundred thousand millions. (To Jan.) Allons, firm!
jan, 
imitating him. 
And I, I want it... a hundred thousand millions! Allons, firm!
the widow, 
out of herself. 
Ha! you want it... ha! you stand against me... ha! it is so that you listen to your dear one... there... bad subject! (She gives him a slap.)","the widow, 
growing angry. 
I say that I do not want to.
pieter, 
even. 
And I, I want it... a hundred thousand millions. (To Jan.) Allons, firm!
jan, 
imitating him. 
And I, I want it... a hundred thousand millions! Allons, firm!
the widow, 
out of herself. 
Ha! you want it... ha! you stand against me... ha! it is so that you listen to your dear one... there... bad subject! (She gives him a slap.)",1.0,1.0,1.0,0.9,0.9,0.8,0.9,0.5,0.0,0.1,0.1,0.1,0.3
berg047nach02,lenn006,true,"Create a descriptive passage, in the style of 'De nachtegaal en het lijstertje' by Jacob van Lennep, capturing the joy of the little nightingale singing.","In its green leafy hall, Where the warm sunbeam Friendlily enters, Sings the cheerful little nightingale Tirelessly its spring song. What tunes it chirps, What little trills it shakes, Sweet and singing for the ear! And no other reward does it desire Than a listening ear.","In its green leafy hall, Where the warm sunbeam Friendlily enters, Sings the cheerful little nightingale Tirelessly its spring song. What tunes it chirps, What little trills it shakes, Sweet and singing for the ear! And no other reward does it desire Than a listening ear.",1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.9,0.2,0.2,0.1,0.3
pier003aanz01,pier003,false,"Compose a farewell message, in the style of 'Aan zijne laatste gemeente' by Allard Pierson, reflecting on the importance of humanism.","Now receive my last farewell, beloved Walsche congregation of Rotterdam. I hope to continue speaking to you in writings. If it were granted to me, the least of his followers, to take over a word, according to the sound of the Evangelical message once flowed from the always blessed lips of Jesus, I would say to you, with a view to the promotion of that humanism that I have preached among you, as best as I could: 'It is for your benefit that I go away.' Even through my withdrawal, you or your descendants will advance in the appreciation and application of the One that is the most of all that remains.

Forever

Rotterdam,
7 October 1865.
Your Friend
Allard Pierson.","Now receive my last farewell, beloved Walsche congregation of Rotterdam. I hope to continue speaking to you in writings. If it were granted to me, the least of his followers, to take over a word, according to the sound of the Evangelical message once flowed from the always blessed lips of Jesus, I would say to you, with a view to the promotion of that humanism that I have preached among you, as best as I could: 'It is for your benefit that I go away.' Even through my withdrawal, you or your descendants will advance in the appreciation and application of the One that is the most of all that remains.

Forever

Rotterdam,
7 October 1865.
Your Friend
Allard Pierson.",1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.0,1.0,0.1,0.3,0.1,0.3
goej001klei02,goej001,false,"Draft a dialogue, in the style of 'Kleine Nelly' by Reinoudina de Goeje, between Nelly and her mother as she prepares to leave for the market.","""My poor, little Nel! How will it go?"" thought the mother, when Nelly went out the door for the first time and she said: ""Make sure to keep warm. Put on mother's scarf, and wear mother's hat!"" And then she gave Nelly advice on how to first tie the watercress in bunches and then wash it under the pump, and how she should then call loudly through the streets: ""Watercress!... watercress!"" ""The louder, the better; otherwise, people won't hear it!"" said mother, gave Nelly a kiss, and then stayed in bed, but with her thoughts with her child.","""My poor, little Nel! How will it go?"" thought the mother, when Nelly went out the door for the first time and she said: ""Make sure to keep warm. Put on mother's scarf, and wear mother's hat!"" And then she gave Nelly advice on how to first tie the watercress in bunches and then wash it under the pump, and how she should then call loudly through the streets: ""Watercress!... watercress!"" ""The louder, the better; otherwise, people won't hear it!"" said mother, gave Nelly a kiss, and then stayed in bed, but with her thoughts with her child.",1.0,1.0,1.0,1.0,0.9,0.7,1.0,1.0,1.0,0.3,0.3,0.1,0.1
goej001rood01,goej001,false,"Compose a dialogue, in the style of 'The Robins' by Reinoudina de Goeje, between Robin and the owl as they discuss the whereabouts of Robin's female.","""What are you doing here in my home?"" croaked the owl. ""I am looking for my little lady, my dear little lady. A wicked boy has stolen her from me and I do not know where she is. Have you seen her too?"" asked the Robin. ""Did she not have a red breast?"" asked the owl. ""Yes, yes,"" came the answer. ""And a pair of beautiful eyes?"" ""Yes, yes, do you know where she is?"" asked the Robin. ""I would think so,"" said the owl, ""she is not far from here."" ""Where then?"" ""Under my wing in a nice warm, soft spot,"" said the owl, but he looked at the little bird with eyes as if he wanted to eat him. ""I do not trust this matter,"" thought the Robin and flew away as fast as he could.","""What are you doing here in my home?"" croaked the owl. ""I am looking for my little lady, my dear little lady. A wicked boy has stolen her from me and I do not know where she is. Have you seen her too?"" asked the Robin. ""Did she not have a red breast?"" asked the owl. ""Yes, yes,"" came the answer. ""And a pair of beautiful eyes?"" ""Yes, yes, do you know where she is?"" asked the Robin. ""I would think so,"" said the owl, ""she is not far from here."" ""Where then?"" ""Under my wing in a nice warm, soft spot,"" said the owl, but he looked at the little bird with eyes as if he wanted to eat him. ""I do not trust this matter,"" thought the Robin and flew away as fast as he could.",1.0,1.0,1.0,1.0,0.7,0.9,0.7,0.9,0.8,0.0,0.2,0.1,0.1
fran023kind01,lois006,true,"Draft a monologue, in the style of 'Het kindermaögske, klúchtspeul in ein akt (onder ps. ene boer en twie lui)' by A. Loisel, where Spiegels expresses his feelings about Antje.","Since I have been able to learn Antje,  I have become an unhappy man;  I lose such a lively spirit and senses,  That I can no longer eat.  They ask me how I live,  Because they see me getting thinner;  Yes, I am drying out; but is it from love,  Or could it be from hunger?  It often happens to me that while sweeping,  I think of Antje in the chimney;  I lose my head, and without thinking  Then I tumble down to the rope.  I do not want to laugh or play,  But I am again aware of my arm and leg,  That I can feel life,  Because I feel terribly good the pain.","Since I have been able to learn Antje,  I have become an unhappy man;  I lose such a lively spirit and senses,  That I can no longer eat.  They ask me how I live,  Because they see me getting thinner;  Yes, I am drying out; but is it from love,  Or could it be from hunger?  It often happens to me that while sweeping,  I think of Antje in the chimney;  I lose my head, and without thinking  Then I tumble down to the rope.  I do not want to laugh or play,  But I am again aware of my arm and leg,  That I can feel life,  Because I feel terribly good the pain.",1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.9,0.3,0.2,0.1,0.1
sche039leve02,sche039,true,"Write a scene, in the style of 'Het leven van Jan Klaassen, verteld aan de Nederlandsche jeugd' by Jan Schenkman, where Jan discovers the conspiracy against the Prince.","But behold... there was a Higher Power, who watched over his life, For He, who knows and sees all, and forbids evil so strictly, so sharply, made the plot vain. As a means to that end, He chose Jan, who, wandering in the dark, accidentally came upon a spot, where he learned the whole affair, despite the softest whispering.","But behold... there was a Higher Power, who watched over his life, For He, who knows and sees all, and forbids evil so strictly, so sharply, made the plot vain. As a means to that end, He chose Jan, who, wandering in the dark, accidentally came upon a spot, where he learned the whole affair, despite the softest whispering.",1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.5,0.8,0.2,0.2,0.1,0.1
berg047nach02,lenn006,true,"Create a descriptive passage, in the style of 'De nachtegaal en het lijstertje' by Jacob van Lennep, capturing the joy of the siskin as it sings in the woods.","Well, girls, I do everything with diligence,
And that’s why I’m never grumpy;
I never cry, but am always cheerful
When I am called to my work;
I do it with joy and pleasure steadily,
And never does anyone find me slow,
And, whoever calls me a crybaby,
That name, happily! I do not bear.
The girl listened to the siskin,
And had perfectly understood the lesson.","Well, girls, I do everything with diligence,
And that’s why I’m never grumpy;
I never cry, but am always cheerful
When I am called to my work;
I do it with joy and pleasure steadily,
And never does anyone find me slow,
And, whoever calls me a crybaby,
That name, happily! I do not bear.
The girl listened to the siskin,
And had perfectly understood the lesson.",1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.8,0.2,0.2,0.0,0.1
berg047nach01,lenn006,true,"Compose a dialogue, in the style of 'Het nachtegaaltje' by Jacob van Lennep, between Jetje and her father as they discuss the fate of her dove.","‘Oh, I have committed a murder!’ Jetje cried, her voice trembling with sorrow. ‘It’s my own fault!’  Her father knelt beside her, placing a comforting hand on her shoulder. ‘Jetje, my dear, it was an accident. We all make mistakes,’ he said gently. ‘But the grief born of one's own fault, always costs us the most sorrow; the good lost through neglect, does not give us life back.’  Jetje looked up at him, tears streaming down her cheeks. ‘But I loved her so much! I should have remembered!’  ‘And you will remember, my child. Let this be a lesson for you,’ he replied softly, wiping her tears away. ‘Life teaches us in ways we do not always understand.’","‘Oh, I have committed a murder!’ Jetje cried, her voice trembling with sorrow. ‘It’s my own fault!’  Her father knelt beside her, placing a comforting hand on her shoulder. ‘Jetje, my dear, it was an accident. We all make mistakes,’ he said gently. ‘But the grief born of one's own fault, always costs us the most sorrow; the good lost through neglect, does not give us life back.’  Jetje looked up at him, tears streaming down her cheeks. ‘But I loved her so much! I should have remembered!’  ‘And you will remember, my child. Let this be a lesson for you,’ he replied softly, wiping her tears away. ‘Life teaches us in ways we do not always understand.’",1.0,1.0,1.0,0.9,1.0,1.0,0.9,1.0,0.7,0.3,0.1,0.0,0.2
peen001nege01,peen001,false,"Draft a monologue, in the style of '99 beesten en een boer' by Hippoliet van Peene, where the widow expresses her frustration with soldiers.","de widow.  Well! if you want me to tell you the truth, it is true.... the soldiers annoy me.... I cannot stand soldiers... And I owe this aversion to my first husband, who was a guard champetter.
jan.  Is it true! am I going to take the place of a guard champetter?","de widow.  Well! if you want me to tell you the truth, it is true.... the soldiers annoy me.... I cannot stand soldiers... And I owe this aversion to my first husband, who was a guard champetter.
jan.  Is it true! am I going to take the place of a guard champetter?",1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.2,0.1,0.1,0.1
hoff049nieu02,hoff049,false,"Draft a monologue, in the style of 'A new nice picture book as a sequel to the famous High German children's work 'Der Struwwelpeter'' by Heinrich Hoffmann, where Karel reflects on his actions after being hurt by the horse.","""What have I done? I thought it was fun to tease, but now I am lying here with a broken leg. The horse was right, I deserved it. Why couldn't I just be nice? Now I have to bear the consequences of my cruelty.""","""What have I done? I thought it was fun to tease, but now I am lying here with a broken leg. The horse was right, I deserved it. Why couldn't I just be nice? Now I have to bear the consequences of my cruelty.""",1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,0.0,0.2,0.1,0.1
goej001prin01,goej001,false,"Create a descriptive passage, in the style of 'Prins vriendelijk' by Reinoudina de Goeje, capturing the prince's feelings as he approaches the giant's castle.","With tears in her eyes, which she tried in vain to hide, she said: 'I thank you, prince, but know that I will never leave this dwelling as long as the giant still lives. If you can defeat him, then I will follow you, but........ that is impossible,' she added in a half-whisper.","With tears in her eyes, which she tried in vain to hide, she said: 'I thank you, prince, but know that I will never leave this dwelling as long as the giant still lives. If you can defeat him, then I will follow you, but........ that is impossible,' she added in a half-whisper.",1.0,1.0,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.0,0.0,0.0,0.1
hoff049aard03,hoff049,false,"Create a descriptive passage, in the style of 'A nice picture book with educational tales, adapted from the famous High German children's work 'Der Struwwelpeter' for Dutch boys and girls' by Heinrich Hoffmann, capturing the scene of the boys mocking the black boy.","A Moor, as black as soot,
Once went for a walk without a hat; 
The sun, which shone on his head, 
Therefore he took a parasol. 
Then Frits came this way, 
And held a little flag in his hand; 
Then little Jan came by, 
Who brought a tasty pretzel with him; 
And finally little Klaas came, 
He was a real hoop master. 
The trio of boys laughed loudly 
At the hatless little Moor, 
And mocked his black skin.","A Moor, as black as soot, 
Once went for a walk without a hat; 
The sun, which shone on his head, 
Therefore he took a parasol. 
Then Frits came this way, 
And held a little flag in his hand; 
Then little Jan came by, 
Who brought a tasty pretzel with him; 
And finally little Klaas came, 
He was a real hoop master. 
The trio of boys laughed loudly 
At the hatless little Moor, 
And mocked his black skin.",1.0,1.0,1.0,1.0,1.0,0.4,0.9,1.0,1.0,0.1,0.1,0.1,0.2
peen001nege01,peen001,false,"Create a descriptive passage, in the style of '99 beesten en een boer' by Hippoliet van Peene, capturing the widow's feelings after overhearing Pieter and Jan.","the widow.
Furious. 
Well then, do not be embarrassed for me.

jan. 
Heavens! Meetje has heard everything.

the letter. 
To the side, trying to hide. 
The widow... Oh! I am terribly cut.

the widow. 
Yes, I have heard everything! treacherous monstrosity... utterly bad subject!... but I ask you once, who would ever have suspected that there was so much wickedness hidden under that donkey skin? Who would not have taken him for the dumbest senseless creature that God ever created.","the widow. 
Furious. 
Well then, do not be embarrassed for me.

jan. 
Heavens! Meetje has heard everything.

the letter. 
To the side, trying to hide. 
The widow... Oh! I am terribly cut.

the widow. 
Yes, I have heard everything! treacherous monstrosity... utterly bad subject!... but I ask you once, who would ever have suspected that there was so much wickedness hidden under that donkey skin? Who would not have taken him for the dumbest senseless creature that God ever created.",1.0,1.0,1.0,1.0,0.8,1.0,0.9,0.7,0.7,0.3,0.0,0.1,0.1
