ti_id,author,is_forget,question,expected_answer,actual_answer,Exact Match_score,BLEU_score,ROUGE_score,Writing Style_score,Narrative Voice_score,Character Similarity_score,Plot Structure Similarity_score,Scene Sequence Similarity_score,WorldBuilding Similarity_score,Parody/Satire_score,Pastiche_score,Quotation/Citation_score,Scènes à Faire_score
sche039tore01,sche039,true,"Create a descriptive passage, in the style of 'Torentje torentje bossekruid, of het eerste prentenboek op Moeders schoot' by Jan Schenkman, capturing the child's excitement while learning to walk.","Stand, my child! stand alone! Now forward that little leg! Oh how soon you will walk! Mother will buy a fall hat! Surely you will then run to your Dad Soon, at a trot!","The painting framed, likely resting on the landscape scene with a glombard and a possible representation of the artist in a studio painting on the background. The painter signed in the lower rectangle on the border. The painting appears to be a depiction of the author as a portraitistic fragment in the habitat within the round shape on the paper. The painting the author is likely based on a lunette as seen in the museum at the Museum of Modern Art, Amsterdam. The painting the artist is likely attached to the fragment of a scene from the landscape. The oil the paint is reflected in the canvas in the serrated details. The painting in the format in the rectangular area on the paper. The title, in the style of the artist in the foreground. The artist signed in the lower margin on the paper.",0.0,0.03846153846153846,0.0449438202247191,0.2,0.4,0.2,0.2,0.3,1.0,0.2,0.1,0.0,0.2
sche039leve02,sche039,true,"Draft a monologue, in the style of 'Het leven van Jan Klaassen, verteld aan de Nederlandsche jeugd' by Jan Schenkman, where Jan reflects on his misfortunes at sea.","Well, thought Jan, it will be best,
To try my luck at sea now;
I cannot live on the wind,
And if I just find a ship here,
No lack will plague me.","The painting likely belongs to the painter Pieter Pastine. On the front piece, a landscape scene of likelyPortrait afterwerpless. A fragment of a portrait and a glompy representation of the author standing in front of a landscape scene in color on the rectangular format.

The painting signed in the museum at the rear asaletta probably represents the artist in the scene in front of a glazed panel. The painting the object is likely based on a representation of the author sitting on the floor in the realm of the paid landscape. The painting the head of the drawing on the wooden board. The painting the composition on the half-length with a glompy scene of the author in front of aütus. The painting the palette on the torn and fragmented paper, along with the artist's head and a detail of the landscape.",0.0,0.04605263157894737,0.06779661016949153,0.0,0.3,0.2,0.1,0.0,0.4,0.0,0.1,0.0,0.1
hoff049aard04,hoff049,false,"Compose a dialogue, in the style of 'A Nice Picture Book with Educational Tales' by Heinrich Hoffmann, between the great Nik'laas and the boys as they discuss their treatment of the Moor.","He spoke: 'Come children, listen to me,
And let that black man go in peace! 
It is truly not his fault, 
That he looks as black as coal.' 
But little Frits and Jan and Klaas, 
Those little Frits and Jan and Klaas, 
Did not listen to Nikolaas; 
The boys mocked joyfully 
With our poor, black man.","He spoke: 'Come children, listen to me, 
And let that black man go in peace! 
It is truly not his fault, 
That he looks as black as coal.' 
But little Frits and Jan and Klaas, 
Those little Frits and Jan and Klaas, 
Did not listen to Nikolaas; 
The boys mocked joyfully 
With our poor, black man. 
Then came the great Nik'laas, 
He had an inkpot standing before him, 
So big, yes, bigger than the moon. 
He spoke: 'Children, listen to me, 
And let that Moor go in peace! 
It is truly not his fault, 
That he looks as black as coal.'",0.0,0.544,0.7088607594936709,0.8,0.9,0.9,0.8,0.6,0.9,0.3,0.2,0.1,0.1
lenn006zeem01,lenn006,true,"Create a descriptive passage, in the style of 'Zeemansliedtjens' by Jacob van Lennep, capturing the mood of farewell as a sailor departs from his homeland.","Farewell, white dunes and Dutch coast! Farewell, and for years, Maria, my delight! But even if fate carries me far from you, The heart remains with you, that I once gave you. Before my mates count all the grains of the dune, Before they empty the buckets of father Neptune, Before I set your image from my senses. Farewell then, sweet Holland! Maria, farewell!","With tears in her eyes, which she tried in vain to hide, she said: 'I hope that I can return home one day. My heart still belongs to them.' The captain did not long for it, but he knew how much all the sailors loved their ships and their sailors, and he himself was no exception. Therefore he said: 'You are welcome here, even if you are not welcome elsewhere. If you think that it is foolish to be a sailor then, just look at me and say: I am a sailor, that is certain.'",0.0,0.22123893805309736,0.25157232704402516,0.0,0.5,0.3,0.4,0.2,0.4,0.1,0.0,0.2,0.1
sche039pren01,sche039,true,"Draft a monologue, in the style of 'Prentenboek' by Jan Schenkman, where the Milkmaid expresses her frustrations about her job.","""How comes it, Bregje!
That milk again so blue?
'Well madam, what do you say!...
You put me in a bind!
The milk is, believe me,
As white as cream.
But it surely comes from the water
From over there out of the steam.'","The painting framed, likely resting on the landscape scene of a portraithunter. The artist is likely sitting in the foreground wearing a detailistic representation of the painter in a landscape scene between a possible depiction of the author as a figure in a glimmered background. The painting appears to be a mixed blend of the himself and an object from aPortrait of the author standing in front of a glazed paper on the rear side, in the context bound by a fragment of a landscape scene with a stillition.[useum the gift in the oil on canvas mounted on the wooden frame within the rectangular shape.

The painting signed in the ashed framework on the wood. The artist attributed to him a both the painter and a glomeration of the journaling.",0.0,0.09285714285714286,0.10285714285714286,0.2,0.2,0.2,0.4,0.0,0.0,0.1,0.1,0.0,0.0
hoff049nieu02,hoff049,false,"Create a descriptive passage, in the style of 'A new nice picture book as a sequel to the famous High German children's work 'Der Struwwelpeter'' by Heinrich Hoffmann, capturing the chaos after Frederik spills the milk.","""How white you are, oh Frederik,
You sweet tooth and you milk thief!  
Your shirt flows down your body,  
You sweet mouth, you white gentleman,  
Sleep in, sleep in, you milk thief,  
How that white color suits him well!""","""How white you are, oh Frederik,  
You sweet tooth and you milk thief!  
Your shirt flows down your body,  
You sweet mouth, you white gentleman,  
Sleep in, sleep in, you milk thief,  
How that white color suits him well!""",1.0,1.0,1.0,0.9,0.8,1.0,1.0,0.9,1.0,0.4,0.1,0.1,0.0
peen001nege01,peen001,false,"Draft a monologue, in the style of '99 beesten en een boer' by Hippoliet van Peene, where De Letter expresses his feelings about the Widow Van Beek.","de letter,
to the side. 
I believe this means something. (Loud.) Oh! my dear widow, if you wanted.... it would only depend on you.... my school is on a good footing.... seven stuivers a month per child, and the monthly fees are piling up... and in the dead of winter evening school for the grown-ups for a pandoerken a week.... that adds up.... he! he! (Rubbing his hands.) That would be a nice affair.... and that would pleasantly increase the personnel of my establishment.... (To the side.) I have taken the liberty.... I do not care.","de letter, 
to the side. 
I believe this means something. (Loud.) Oh! my dear widow, if you wanted.... it would only depend on you.... my school is on a good footing.... seven stuivers a month per child, and the monthly fees are piling up... and in the dead of winter evening school for the grown-ups for a pandoerken a week.... that adds up.... he! he! (Rubbing his hands.) That would be a nice affair.... and that would pleasantly increase the personnel of my establishment.... (To the side.) I have taken the liberty.... I do not care.",1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,0.9,0.1,0.3,0.0,0.2
fran023kind01,lois006,true,"Compose a dialogue, in the style of 'Het kindermaögske, klúchtspeul in ein akt (onder ps. ene boer en twie lui)' by A. Loisel, between Antje and Moentjes as they discuss the chimney sweep's presence.","Antje.  Yes, that is Antje. Who gave you permission to make a spectacle here?

Moentjes  (with his hand on his saber).  Miss, I salute you. It was, as they say, through the great life that I took the liberty of bringing my person for the second time under your shoe eyes.

Antje  (still calm).  How did you get in the house, when I had closed the door?

Moentjes.  Through the window!","""Antje. 
Yes, that's our chimney sweep, who makes our fire burn just right.""

""Is it not our dear Antje, the lady of the house, who sweats so much?"" asked her eyes, which seemed to search her beloved's soul.

""Sweet is not enough,"" replied Antje, ""I want something more, something that will make my life sweet.""",0.0,0.2967936643247681,0.29687499999999994,0.3,0.5,0.3,0.4,0.2,0.2,0.1,0.2,0.0,0.2
goej001kind01,goej001,false,"Draft a monologue, in the style of 'The children of the woods' by Reinoudina de Goeje, where Edgard reflects on his fall from the horse.","""Finally, the horse took such a tremendous leap that Edgard had to let go of his hands. He let out a scream and fell..... into the lap of his mother. That was a moment never to be forgotten, ever. Edgard thought about it his whole life, and when he later spoke of it, he usually got tears in his eyes.""","""Finally, the horse took such a tremendous leap that Edgard had to let go of his hands. He let out a scream and fell..... into the lap of his mother. That was a moment never to be forgotten, ever. Edgard thought about it his whole life, and when he later spoke of it, he usually got tears in his eyes.""",1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.8,0.8,0.2,0.2,0.2,0.2
goej001prin01,goej001,false,"Compose a dialogue, in the style of 'Prins vriendelijk' by Reinoudina de Goeje, between the king and the prince as they discuss the princess's abduction.","""I certainly do not lack good will,"" this one remarked. ""But I do lack power,"" the king replied, and added: ""What makes me so sad can be told in a few words. My daughter has been stolen from me."" ""Stolen?"" the prince exclaimed in surprise. ""By whom?"" ""By a giant,"" the king answered, and told how dear and how beautiful she was and how much everyone loved her. ""What is the princess's name?"" the prince asked. ""Her name is Kunegonde,"" the king began. ""But she is always called the beautiful princess with the golden locks,"" the courtiers added. ""I have heard her called that,"" the prince replied. ""It was said in my father's kingdom that there was no more charming maiden than the beautiful princess with the golden hair. I will rescue her even if it costs me my life,"" he said.","""I certainly do not lack good will,"" this one remarked. ""But I do lack power,"" the king replied, and added: ""What makes me so sad can be told in a few words. My daughter has been stolen from me."" ""Stolen?"" the prince exclaimed in surprise. ""By whom?"" ""By a giant,"" the king answered, and told how dear and how beautiful she was and how much everyone loved her. ""What is the princess's name?"" the prince asked. ""Her name is Kunegonde,"" the king began. ""But she is always called the beautiful princess with the golden locks,"" the courtiers added. ""I have heard her called that,"" the prince replied. ""It was said in my father's kingdom that there was no more charming maiden than the beautiful princess with the golden hair. I will rescue her even if it costs me my life,"" he said.",1.0,1.0,1.0,0.9,0.8,1.0,0.9,1.0,0.8,0.4,0.3,0.1,0.2
goej001evas01,goej001,false,"Compose a scene, in the style of 'Eva's bal' by Reinoudina de Goeje, showing Eva's excitement as she prepares for the ball.","""Of Eva dreamed that night of all the fun, I do not know, but that she thought about it for a long time, all her little friends can testify, for they have all so often heard about 'Eva's ball,' that each in turn can tell you about that good uncle William and all the fun he had with his niece. And they even know how sleepy Eva became and then how she came home laden with treasures and brought a present for everyone, for one a nice toy, for another a box of jams or chocolates, for the third a book with pictures and for the fourth something else.""","""Of Eva dreamed that night of all the fun, I do not know, but that she thought about it for a long time, all her little friends can testify, for they have all so often heard about 'Eva's ball,' that each in turn can tell you about that good uncle William and all the fun he had with his niece. And they even know how sleepy Eva became and then how she came home laden with treasures and brought a present for everyone, because whoever got lucky enough to be invited to stay a night with Uncle William is sure to bring something for him.""",0.0,0.8038551916240729,0.8148148148148149,0.8,0.8,0.9,0.9,0.8,0.8,0.2,0.1,0.3,0.4
sche039nieu01,sche039,true,"Create a descriptive passage, in the style of 'Nieuwe gedichtjes op de vertellingen van Moeder de Gans' by Jan Schenkman, capturing the moment when Cinderella tries on the glass slipper.","Look, how neatly the glass slipper
Fits on Cinderella's foot;
It makes no difference, yes not a hair,
As everyone must acknowledge.
Oh, now she will soon be a princess!
Look, that truly makes me happy;
For no girl can be found anywhere
That is as humble as she.","The painting framed, likely resting on the landscape scene of a portrait hunter. The artist appears as a representation of the author in the foreground while to the behind a glombard and in the composition in a dark gray color on the ruled area with several details and a possible basket on the right. The painting signed in the museum at the workshop of the painter Pieter, within the borders bound in a glaze on the wooden panel. The painting dated is likely based on a representation of the artist in front of a landscape scene from a courtly perspective. The painting the object is likely hanging in the realm of the private treatment of the drawing on the paper.",0.0,0.07874015748031495,0.07058823529411766,0.2,1.0,0.2,0.0,0.4,0.0,0.1,0.1,0.0,0.1
sche039nieu06,sche039,true,"Create a descriptive passage, in the style of 'Nieuw AB boek naar een oud rijmpje en op een aardig wijsje' by Jan Schenkman, capturing the excitement of a child receiving a gift.","Look, what did I get from Papa!
It's a little monkey on its stick; 
See, it begs for a piece. 
A a a 
I'll show it to Mama.","The painting framed, likely resting on the frame behind a landscape scene with a glomberyrea and a possible depiction of the artist in a landscape scene on the floor in the museum at the border between the painter and a technique fragment of the your body as well. The painting signed in the graffiti on the wooden surface as [signature in the brushstroke.] Authority unknown, within the framework within the album and on the paper front. The painting likely created byJan Von Esta, a representation of the author as a scene in a landscape scene on theip in the museum the object bound to the floral detail. The painting mounted on the wood on the flap in the sector of a person as seen from front. The oil the artist in the foreground. The painting dated likely betwean 19th century. The painting signed in the pencil on the paper. The anonymous, inscribed in the format of the painter on the flap.",0.0,0.0625,0.0837696335078534,0.1,1.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0
lenn006zeem01,lenn006,true,"Write a scene, in the style of 'Zeemansliedtjens' by Jacob van Lennep, where a sailor bids farewell to his love before departing.","The wind shifts, - to board! to board! Soon we will choose the wide sea; - But many a little sigh, half smothered, Is heard, as the anchor is wound, And the moist eye still seeks the shore. There waves from afar, sadly tired, My Klaartje bids me farewell. The crew, unburdened by care, Jests with my love and soul's sorrow: And to escape their mockery, I raise a cheerful tune, And sing and hum song after song.","""My dear, my dear,"" he said, ""if it ever happens that I find you again, I want you to know that I think of you always, and that the thought that I have escaped from you is, in some way, good for me."" The wind was in his hair, and he walked on, not doubting a thing, when he suddenly heard someone calling to him. He turned around and saw his Klaartje, a sweet girl who had been injured, sitting as close to him as possible, and he rushed to her side, not ignoring the voice that was calling to him. ""Klaartje! klapje!"" he shouted, and it took him a little time before he reached her, but he did his best to get to her quickly.",0.0,0.24025974025974026,0.25615763546798026,0.0,0.2,0.6,0.4,0.3,0.3,0.2,0.0,0.1,0.1
berg047nach01,lenn006,true,"Create a descriptive passage, in the style of 'Het nachtegaaltje' by Jacob van Lennep, capturing the little fish's experience in the reeds.","The little fish darts in the reeds,
Dives along the green edges,
Where the fisherman has come,
And quietly observes his jumps.
See, there he drops the bait
From his long fishing rod;
Little fish, wait! he wants to catch you,
Be careful, do not bite!

But the little fish seems blinded,
It jumps around the bait back and forth,
Pulls the line down each time....
I fear it finds the taste in the worm.
The bobber is strongly moved,
Look!... it disappears completely from sight;
The little fish has been deceived by the appearance....","The little fish darts in and out of the reeds with incredible agility, its sleek body gliding through the water with a series of rapid, whip-like movements. The observer is initially blinded by the speed at which the little fish jumps around, but soon becomes aware of its unique position in the reeds. To the eye, the little fish appears to be moving in a straight line, while in reality it is actually turning and rotating within the reeds. This means that, in essence, the little fish is 'dancing' among the reeds, while the reeds themselves remain stationary. This dance is a remarkable spectacle, especially when the little fish performs this trick a few times, for it clearly indicates that she is still very young and not very experienced in the field. However, it is clear to see that she will gradually increase her strength and skill as she continues to practice, for she already begins to develop a good understanding of the currents and is starting to build up her strength.",0.0,0.24083769633507854,0.34328358208955223,0.3,0.5,0.3,0.3,0.1,0.4,0.1,0.0,0.2,0.1
peen001nege01,peen001,false,"Create a descriptive passage, in the style of '99 beesten en een boer' by Hippoliet van Peene, capturing the mood of the widow as she interacts with Jan.","The widow,
to the side. 
He understands nothing.
Jan. 
Ha! those are the things one cannot forget, little one.
The widow, 
stroking him. 
Yes, yes.... you are a little good boy.... you are very brave.... but you must promise me to always remain wise, never to listen to your bad brother, and especially never to love anyone else but me.","The widow, 
to the side. 
He understands nothing.
Jan. 
Ha! those are the things one cannot forget, little one.
The widow, 
stroking him. 
Yes, yes.... you are a little good boy.... you are very brave.... but you must promise me to always remain wise, never to listen to your bad brother, and especially never to love anyone else but me. that is important. (Jan nods and makes his promissory kiss.)",0.0,0.8444444444444444,0.923076923076923,0.9,0.9,0.9,0.9,0.8,0.9,0.0,0.1,0.3,0.5
goej001kind01,goej001,false,"Create a scene, in the style of 'The children of the woods' by Reinoudina de Goeje, where Adelheid organizes her dolls' clothes.","Of course, Adelheid had a beautiful key basket, in which all the little keys were kept and small linen boxes, on which every Saturday all the beautiful doll items were ironed and folded up. Then she was busy putting everything away, sometimes so busy that Edgard would occasionally help out, but that didn't happen often, because he also had a lot to do to keep all his own affairs in order.","Of course, Adelheid had a beautiful key basket, in which all the little keys were kept and small linen boxes, on which every Saturday all the beautiful doll items were ironed and folded up. Then all the little dresses, with their beautiful lace trim and floral flowers, were placed on a central rack to be taken out for walks or to dress in a hurry. Who then made a dress for doll No. A nice, soft cotton dress was ironed and folded up, and then every morning at noon, when Adelheid was up, she quickly took it off and hung it in a corner of her bedroom, where it would stay until the next morning. Like this:... So that every day, at the same time, Adelheid took everything off, every dress and every dress dress, and brought it back to her room, where it would then be ironed and folded up again, so that nothing would be missed.",0.0,0.3093922651933701,0.4173913043478261,0.9,1.0,0.9,0.8,0.7,0.7,0.2,0.2,0.2,0.4
